Size,Area Type,City,Furnishing Status,Tenant Preferred,BHK,Bathroom,Rent
900.00,2.00,6.00,2.00,1.00,2.00,2.00,95000.00
753.00,2.00,6.00,3.00,2.00,2.00,2.00,40000.00
1800.00,2.00,6.00,1.00,1.00,3.00,3.00,300000.00
670.00,2.00,6.00,3.00,1.00,2.00,2.00,80000.00
2800.00,2.00,6.00,2.00,2.00,4.00,4.00,380000.00
1197.00,2.00,6.00,2.00,2.00,3.00,3.00,160000.00
880.00,2.00,6.00,3.00,1.00,2.00,2.00,44000.00
1000.00,2.00,6.00,1.00,2.00,2.00,2.00,200000.00
935.00,1.00,6.00,2.00,2.00,2.00,2.00,65000.00
751.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
200.00,1.00,6.00,3.00,2.00,1.00,1.00,6000.00
2500.00,2.00,6.00,2.00,2.00,4.00,6.00,280000.00
500.00,2.00,6.00,1.00,3.00,1.00,1.00,46000.00
430.00,2.00,6.00,1.00,2.00,1.00,1.00,35000.00
1088.00,2.00,6.00,2.00,2.00,3.00,3.00,75000.00
330.00,2.00,6.00,2.00,2.00,1.00,1.00,20000.00
400.00,2.00,6.00,3.00,2.00,1.00,1.00,25000.00
1200.00,2.00,6.00,1.00,2.00,3.00,3.00,110000.00
700.00,2.00,6.00,3.00,2.00,2.00,2.00,29500.00
1000.00,2.00,6.00,2.00,2.00,3.00,2.00,53000.00
750.00,2.00,6.00,2.00,2.00,2.00,2.00,85000.00
450.00,2.00,6.00,3.00,1.00,1.00,2.00,26000.00
640.00,1.00,6.00,1.00,2.00,1.00,2.00,33000.00
1190.00,2.00,6.00,2.00,2.00,3.00,3.00,180000.00
850.00,1.00,6.00,3.00,1.00,3.00,3.00,70000.00
330.00,2.00,6.00,2.00,2.00,1.00,1.00,17000.00
685.00,2.00,6.00,2.00,1.00,2.00,2.00,37000.00
400.00,2.00,6.00,3.00,1.00,1.00,2.00,27000.00
500.00,2.00,6.00,1.00,2.00,1.00,2.00,35500.00
550.00,2.00,6.00,3.00,1.00,1.00,1.00,24000.00
2500.00,2.00,6.00,3.00,2.00,4.00,4.00,250000.00
1100.00,2.00,6.00,1.00,3.00,3.00,3.00,180000.00
650.00,2.00,6.00,3.00,3.00,2.00,2.00,18500.00
1400.00,2.00,6.00,1.00,2.00,3.00,3.00,200000.00
1050.00,2.00,6.00,1.00,2.00,2.00,2.00,70000.00
850.00,2.00,6.00,3.00,1.00,3.00,3.00,55000.00
550.00,2.00,6.00,3.00,1.00,1.00,1.00,24000.00
750.00,2.00,6.00,1.00,2.00,2.00,2.00,55000.00
1350.00,2.00,6.00,2.00,2.00,3.00,3.00,150000.00
800.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
2650.00,2.00,6.00,2.00,2.00,4.00,3.00,300000.00
975.00,2.00,6.00,2.00,2.00,3.00,2.00,90100.00
1325.00,2.00,6.00,1.00,2.00,3.00,4.00,57000.00
700.00,1.00,6.00,2.00,2.00,2.00,2.00,40000.00
700.00,2.00,6.00,1.00,3.00,2.00,2.00,80000.00
850.00,2.00,6.00,2.00,2.00,2.00,2.00,95000.00
305.00,2.00,6.00,3.00,1.00,1.00,1.00,14000.00
850.00,2.00,6.00,3.00,2.00,2.00,2.00,50000.00
724.00,2.00,6.00,3.00,2.00,2.00,2.00,43000.00
650.00,2.00,6.00,1.00,1.00,2.00,2.00,55000.00
650.00,2.00,6.00,3.00,3.00,2.00,2.00,35000.00
700.00,2.00,6.00,3.00,1.00,2.00,2.00,33000.00
785.00,2.00,6.00,1.00,2.00,2.00,2.00,47000.00
1250.00,2.00,6.00,2.00,3.00,3.00,3.00,75000.00
1016.00,2.00,6.00,3.00,2.00,4.00,3.00,45000.00
380.00,2.00,6.00,3.00,2.00,1.00,2.00,36000.00
475.00,2.00,6.00,3.00,1.00,1.00,1.00,40000.00
444.00,2.00,6.00,3.00,1.00,1.00,2.00,40000.00
640.00,2.00,6.00,3.00,2.00,2.00,2.00,32000.00
320.00,2.00,6.00,3.00,2.00,1.00,1.00,17000.00
1100.00,2.00,6.00,3.00,2.00,3.00,4.00,77000.00
1500.00,2.00,6.00,1.00,2.00,4.00,3.00,290000.00
650.00,2.00,6.00,2.00,2.00,2.00,2.00,35000.00
508.00,2.00,6.00,2.00,2.00,1.00,2.00,40000.00
2500.00,2.00,6.00,1.00,2.00,4.00,4.00,250000.00
720.00,2.00,6.00,3.00,1.00,2.00,2.00,47000.00
750.00,1.00,6.00,3.00,2.00,2.00,2.00,50000.00
430.00,2.00,6.00,3.00,3.00,1.00,1.00,32000.00
623.00,2.00,6.00,3.00,3.00,2.00,2.00,8000.00
1358.00,2.00,6.00,2.00,3.00,3.00,4.00,240000.00
1000.00,2.00,6.00,2.00,2.00,3.00,3.00,85000.00
1100.00,2.00,6.00,3.00,1.00,3.00,3.00,65000.00
1255.00,2.00,6.00,1.00,2.00,3.00,3.00,75000.00
450.00,2.00,6.00,1.00,3.00,1.00,2.00,26500.00
650.00,2.00,6.00,1.00,2.00,2.00,2.00,45000.00
955.00,2.00,6.00,2.00,1.00,2.00,2.00,95000.00
700.00,2.00,6.00,3.00,2.00,2.00,2.00,38000.00
1915.00,1.00,6.00,2.00,3.00,3.00,4.00,260000.00
2308.00,2.00,6.00,2.00,2.00,4.00,6.00,300000.00
1250.00,2.00,6.00,2.00,3.00,3.00,3.00,180000.00
625.00,2.00,6.00,2.00,1.00,2.00,2.00,40000.00
2200.00,2.00,6.00,1.00,3.00,4.00,4.00,300000.00
870.00,2.00,6.00,1.00,2.00,2.00,2.00,85000.00
1300.00,2.00,6.00,2.00,2.00,3.00,3.00,110000.00
750.00,2.00,6.00,3.00,3.00,2.00,2.00,40000.00
750.00,1.00,6.00,1.00,1.00,2.00,2.00,45000.00
550.00,2.00,6.00,1.00,2.00,2.00,2.00,52000.00
1250.00,2.00,6.00,1.00,3.00,4.00,4.00,90000.00
1400.00,2.00,6.00,2.00,3.00,3.00,3.00,140000.00
1330.00,2.00,6.00,2.00,3.00,3.00,4.00,150000.00
1000.00,2.00,6.00,2.00,2.00,3.00,3.00,65000.00
770.00,2.00,6.00,3.00,2.00,2.00,2.00,50000.00
800.00,2.00,6.00,3.00,3.00,2.00,2.00,54000.00
1691.00,2.00,6.00,2.00,2.00,4.00,6.00,180000.00
550.00,2.00,6.00,1.00,1.00,1.00,2.00,60000.00
800.00,2.00,6.00,3.00,3.00,2.00,2.00,65000.00
615.00,2.00,6.00,3.00,3.00,2.00,2.00,35000.00
663.00,2.00,6.00,3.00,2.00,2.00,2.00,43000.00
400.00,2.00,6.00,2.00,2.00,1.00,1.00,20000.00
625.00,2.00,6.00,1.00,1.00,2.00,2.00,57000.00
1432.00,2.00,6.00,3.00,2.00,4.00,3.00,130000.00
425.00,2.00,6.00,3.00,1.00,1.00,1.00,25000.00
649.00,2.00,6.00,2.00,1.00,2.00,2.00,56000.00
905.00,2.00,6.00,3.00,1.00,2.00,2.00,55000.00
882.00,1.00,6.00,3.00,1.00,2.00,2.00,18000.00
1200.00,2.00,6.00,1.00,2.00,3.00,3.00,100000.00
736.00,2.00,6.00,3.00,3.00,2.00,2.00,76000.00
1710.00,2.00,6.00,1.00,2.00,3.00,3.00,270000.00
225.00,2.00,6.00,3.00,1.00,1.00,1.00,45000.00
720.00,2.00,6.00,3.00,2.00,2.00,2.00,39000.00
555.00,1.00,6.00,3.00,1.00,1.00,1.00,12500.00
415.00,1.00,6.00,3.00,2.00,1.00,1.00,35000.00
649.00,2.00,6.00,2.00,1.00,2.00,2.00,55000.00
1000.00,2.00,6.00,1.00,1.00,3.00,2.00,90000.00
1300.00,2.00,6.00,1.00,2.00,2.00,2.00,250000.00
1065.00,1.00,6.00,1.00,2.00,2.00,2.00,25000.00
854.00,2.00,6.00,2.00,2.00,2.00,2.00,90000.00
1200.00,2.00,6.00,1.00,2.00,3.00,3.00,120000.00
500.00,2.00,6.00,3.00,1.00,1.00,1.00,55000.00
906.00,2.00,6.00,2.00,2.00,3.00,3.00,70000.00
1800.00,2.00,6.00,1.00,2.00,3.00,4.00,300000.00
500.00,2.00,6.00,1.00,2.00,2.00,1.00,25000.00
450.00,1.00,6.00,3.00,2.00,1.00,1.00,35000.00
1130.00,2.00,6.00,2.00,2.00,3.00,3.00,120000.00
495.00,1.00,6.00,1.00,2.00,1.00,2.00,27000.00
407.00,1.00,6.00,3.00,2.00,1.00,2.00,25000.00
1092.00,2.00,6.00,2.00,3.00,3.00,3.00,150000.00
610.00,2.00,6.00,3.00,3.00,2.00,2.00,32000.00
500.00,1.00,6.00,1.00,2.00,1.00,2.00,40000.00
750.00,2.00,6.00,3.00,2.00,2.00,2.00,52000.00
750.00,2.00,6.00,1.00,1.00,2.00,2.00,80000.00
850.00,2.00,6.00,1.00,2.00,2.00,2.00,55000.00
350.00,2.00,6.00,3.00,2.00,1.00,1.00,30000.00
300.00,2.00,6.00,2.00,2.00,1.00,1.00,20000.00
695.00,2.00,6.00,1.00,2.00,1.00,2.00,85000.00
415.00,2.00,6.00,2.00,2.00,1.00,2.00,40000.00
450.00,2.00,6.00,3.00,1.00,1.00,2.00,21000.00
850.00,2.00,6.00,3.00,3.00,3.00,3.00,43000.00
805.00,2.00,6.00,2.00,2.00,2.00,3.00,58000.00
700.00,2.00,6.00,1.00,2.00,2.00,2.00,130000.00
1800.00,2.00,6.00,1.00,3.00,3.00,4.00,260000.00
669.00,2.00,6.00,3.00,1.00,2.00,2.00,46000.00
325.00,2.00,6.00,3.00,3.00,1.00,1.00,6500.00
600.00,1.00,6.00,1.00,2.00,1.00,1.00,21000.00
725.00,2.00,6.00,3.00,2.00,2.00,2.00,46000.00
750.00,2.00,6.00,2.00,2.00,2.00,2.00,60000.00
1050.00,2.00,6.00,2.00,1.00,3.00,3.00,65000.00
600.00,2.00,6.00,3.00,2.00,2.00,2.00,15000.00
1000.00,2.00,6.00,2.00,2.00,2.00,2.00,130000.00
1110.00,2.00,6.00,1.00,2.00,3.00,3.00,90000.00
650.00,2.00,6.00,3.00,3.00,2.00,2.00,62000.00
1100.00,2.00,6.00,2.00,2.00,3.00,3.00,160000.00
1100.00,2.00,6.00,3.00,2.00,3.00,3.00,80000.00
1110.00,2.00,6.00,2.00,2.00,3.00,3.00,80000.00
999.00,2.00,6.00,2.00,3.00,3.00,2.00,55000.00
1000.00,2.00,6.00,1.00,2.00,3.00,3.00,100000.00
2200.00,2.00,6.00,2.00,2.00,4.00,5.00,200000.00
1256.00,2.00,6.00,1.00,3.00,3.00,3.00,100000.00
750.00,2.00,6.00,2.00,3.00,2.00,2.00,79500.00
889.00,2.00,6.00,2.00,2.00,3.00,2.00,84500.00
750.00,2.00,6.00,2.00,2.00,2.00,2.00,100000.00
385.00,2.00,6.00,3.00,3.00,1.00,1.00,13000.00
1454.00,2.00,6.00,3.00,2.00,4.00,4.00,100000.00
480.00,2.00,6.00,2.00,3.00,1.00,2.00,35000.00
660.00,2.00,6.00,2.00,2.00,2.00,2.00,72000.00
1600.00,2.00,6.00,1.00,2.00,3.00,3.00,180000.00
434.00,2.00,6.00,2.00,2.00,1.00,2.00,26000.00
1121.00,2.00,6.00,3.00,2.00,3.00,3.00,72000.00
620.00,1.00,6.00,2.00,2.00,1.00,2.00,8000.00
937.00,2.00,6.00,1.00,3.00,3.00,2.00,130000.00
470.00,2.00,6.00,2.00,2.00,1.00,2.00,52000.00
410.00,2.00,6.00,3.00,3.00,1.00,1.00,13000.00
850.00,2.00,6.00,3.00,3.00,3.00,3.00,45000.00
1500.00,2.00,6.00,1.00,2.00,3.00,4.00,180000.00
888.00,2.00,6.00,1.00,2.00,2.00,2.00,63000.00
380.00,2.00,6.00,3.00,1.00,1.00,2.00,7500.00
360.00,2.00,6.00,3.00,2.00,1.00,1.00,30000.00
565.00,1.00,6.00,1.00,2.00,1.00,2.00,28500.00
2000.00,1.00,6.00,2.00,2.00,3.00,4.00,100000.00
1358.00,2.00,6.00,2.00,3.00,4.00,4.00,270000.00
661.00,2.00,6.00,2.00,2.00,2.00,2.00,38000.00
450.00,2.00,6.00,3.00,3.00,1.00,2.00,26000.00
1300.00,2.00,6.00,3.00,1.00,3.00,3.00,70000.00
600.00,2.00,6.00,1.00,3.00,2.00,2.00,41000.00
900.00,1.00,6.00,2.00,2.00,2.00,3.00,27000.00
379.00,2.00,6.00,2.00,1.00,1.00,1.00,53000.00
805.00,2.00,6.00,2.00,3.00,2.00,3.00,65000.00
650.00,1.00,6.00,1.00,2.00,1.00,2.00,85000.00
500.00,1.00,6.00,2.00,2.00,1.00,2.00,6000.00
480.00,2.00,6.00,1.00,3.00,1.00,2.00,43000.00
550.00,1.00,6.00,2.00,2.00,2.00,2.00,65000.00
1600.00,2.00,6.00,1.00,2.00,3.00,3.00,280000.00
1400.00,2.00,6.00,2.00,3.00,3.00,2.00,98000.00
1500.00,2.00,6.00,2.00,2.00,3.00,2.00,330000.00
1050.00,2.00,6.00,3.00,1.00,3.00,3.00,65000.00
920.00,2.00,6.00,3.00,3.00,3.00,3.00,85000.00
450.00,2.00,6.00,2.00,2.00,1.00,1.00,40000.00
440.00,2.00,6.00,2.00,1.00,1.00,1.00,23000.00
932.00,1.00,6.00,3.00,2.00,3.00,3.00,55000.00
270.00,2.00,6.00,3.00,1.00,1.00,2.00,15000.00
379.00,2.00,6.00,2.00,1.00,1.00,2.00,52000.00
582.00,2.00,6.00,1.00,3.00,2.00,2.00,13000.00
800.00,2.00,6.00,2.00,2.00,2.00,2.00,95000.00
444.00,2.00,6.00,3.00,2.00,1.00,2.00,25000.00
428.00,2.00,6.00,3.00,2.00,1.00,1.00,21000.00
1880.00,2.00,6.00,1.00,3.00,5.00,4.00,360000.00
888.00,2.00,6.00,2.00,2.00,2.00,2.00,60000.00
490.00,1.00,6.00,3.00,2.00,1.00,1.00,19000.00
937.00,2.00,6.00,3.00,3.00,3.00,4.00,140000.00
710.00,2.00,6.00,3.00,3.00,2.00,2.00,30000.00
1617.00,2.00,6.00,2.00,2.00,4.00,5.00,130000.00
836.00,2.00,6.00,3.00,2.00,2.00,2.00,80000.00
1200.00,2.00,6.00,2.00,2.00,2.00,3.00,85000.00
950.00,2.00,6.00,1.00,2.00,2.00,2.00,65000.00
460.00,2.00,6.00,2.00,2.00,1.00,2.00,33000.00
585.00,1.00,6.00,2.00,2.00,1.00,2.00,36000.00
550.00,2.00,6.00,1.00,3.00,2.00,2.00,22000.00
375.00,2.00,6.00,3.00,2.00,1.00,1.00,17000.00
700.00,2.00,6.00,1.00,2.00,2.00,2.00,55000.00
750.00,2.00,6.00,3.00,3.00,2.00,2.00,66000.00
2000.00,2.00,6.00,1.00,3.00,4.00,4.00,140000.00
2046.00,2.00,6.00,2.00,2.00,4.00,5.00,260000.00
750.00,1.00,6.00,2.00,2.00,2.00,2.00,32000.00
730.00,2.00,6.00,3.00,3.00,2.00,2.00,45000.00
750.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
229.00,1.00,6.00,2.00,2.00,1.00,1.00,18500.00
910.00,2.00,6.00,3.00,1.00,2.00,2.00,51000.00
1648.00,2.00,6.00,2.00,2.00,4.00,5.00,140000.00
1100.00,2.00,6.00,3.00,3.00,3.00,3.00,80000.00
560.00,2.00,6.00,3.00,1.00,1.00,2.00,30000.00
850.00,2.00,6.00,3.00,2.00,2.00,2.00,85000.00
450.00,1.00,6.00,3.00,3.00,1.00,1.00,15000.00
820.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
750.00,2.00,6.00,3.00,2.00,2.00,2.00,60000.00
410.00,2.00,6.00,3.00,2.00,1.00,1.00,23000.00
490.00,2.00,6.00,3.00,2.00,1.00,2.00,14500.00
700.00,2.00,6.00,3.00,2.00,2.00,2.00,40000.00
3000.00,2.00,6.00,2.00,2.00,5.00,5.00,650000.00
560.00,2.00,6.00,1.00,2.00,1.00,1.00,80000.00
650.00,2.00,6.00,3.00,2.00,2.00,2.00,55000.00
520.00,1.00,6.00,2.00,2.00,1.00,1.00,12000.00
850.00,2.00,6.00,3.00,2.00,2.00,2.00,45000.00
777.00,2.00,6.00,1.00,2.00,2.00,2.00,90000.00
771.00,2.00,6.00,3.00,2.00,2.00,2.00,43000.00
400.00,2.00,6.00,3.00,2.00,1.00,1.00,22000.00
600.00,2.00,6.00,1.00,3.00,2.00,2.00,20000.00
390.00,2.00,6.00,2.00,2.00,1.00,2.00,26000.00
3200.00,2.00,6.00,1.00,2.00,4.00,4.00,850000.00
450.00,2.00,6.00,1.00,2.00,1.00,2.00,34999.00
500.00,1.00,6.00,2.00,2.00,1.00,2.00,35000.00
410.00,2.00,6.00,2.00,2.00,1.00,1.00,50000.00
160.00,2.00,6.00,3.00,2.00,1.00,1.00,16000.00
750.00,2.00,6.00,3.00,2.00,2.00,2.00,55000.00
585.00,1.00,6.00,3.00,3.00,1.00,2.00,39000.00
1300.00,2.00,6.00,2.00,3.00,3.00,3.00,100000.00
350.00,2.00,6.00,1.00,2.00,1.00,1.00,25000.00
490.00,1.00,6.00,2.00,2.00,1.00,2.00,25000.00
650.00,2.00,6.00,3.00,3.00,2.00,2.00,49500.00
225.00,2.00,6.00,3.00,2.00,1.00,1.00,21000.00
850.00,2.00,6.00,2.00,2.00,2.00,2.00,110000.00
385.00,1.00,6.00,3.00,2.00,1.00,1.00,21000.00
800.00,2.00,6.00,3.00,3.00,2.00,2.00,46700.00
2500.00,2.00,6.00,1.00,2.00,4.00,4.00,400000.00
1526.00,2.00,6.00,2.00,2.00,4.00,5.00,280000.00
300.00,1.00,6.00,3.00,2.00,1.00,1.00,18000.00
1800.00,1.00,6.00,2.00,2.00,3.00,3.00,80000.00
800.00,2.00,6.00,2.00,2.00,2.00,2.00,88000.00
890.00,2.00,6.00,1.00,3.00,3.00,2.00,90000.00
700.00,2.00,6.00,3.00,2.00,2.00,2.00,38000.00
465.00,1.00,6.00,2.00,1.00,1.00,1.00,20000.00
900.00,2.00,6.00,1.00,3.00,2.00,2.00,140000.00
1073.00,2.00,6.00,2.00,2.00,3.00,3.00,78000.00
450.00,1.00,6.00,3.00,2.00,1.00,1.00,21000.00
1350.00,2.00,6.00,1.00,2.00,3.00,3.00,95000.00
800.00,2.00,6.00,1.00,2.00,2.00,2.00,90000.00
600.00,2.00,6.00,3.00,1.00,2.00,2.00,34000.00
650.00,2.00,6.00,3.00,2.00,2.00,2.00,55000.00
550.00,2.00,6.00,1.00,1.00,2.00,2.00,52000.00
840.00,2.00,6.00,3.00,2.00,1.00,2.00,74999.00
1121.00,2.00,6.00,1.00,2.00,3.00,2.00,75000.00
650.00,2.00,6.00,3.00,2.00,2.00,2.00,45000.00
575.00,1.00,6.00,3.00,2.00,1.00,1.00,22000.00
475.00,1.00,6.00,1.00,2.00,1.00,1.00,32000.00
830.00,2.00,6.00,2.00,2.00,2.00,2.00,34000.00
1337.00,2.00,6.00,2.00,2.00,3.00,3.00,170000.00
420.00,2.00,6.00,2.00,2.00,1.00,2.00,23000.00
310.00,2.00,6.00,3.00,1.00,1.00,1.00,20000.00
1800.00,2.00,6.00,1.00,3.00,3.00,4.00,350000.00
967.00,2.00,6.00,1.00,2.00,3.00,3.00,90000.00
505.00,2.00,6.00,2.00,2.00,1.00,1.00,55000.00
275.00,1.00,6.00,3.00,2.00,1.00,1.00,15000.00
640.00,2.00,6.00,2.00,3.00,2.00,2.00,22000.00
1500.00,2.00,6.00,2.00,2.00,3.00,3.00,60000.00
850.00,2.00,6.00,2.00,2.00,2.00,2.00,49000.00
900.00,2.00,6.00,2.00,2.00,2.00,2.00,34000.00
430.00,2.00,6.00,1.00,2.00,1.00,2.00,24000.00
1649.00,2.00,6.00,2.00,3.00,4.00,3.00,270000.00
1100.00,2.00,6.00,3.00,2.00,3.00,3.00,69000.00
1200.00,2.00,6.00,2.00,2.00,3.00,3.00,120000.00
680.00,2.00,6.00,3.00,3.00,2.00,2.00,32000.00
600.00,2.00,6.00,2.00,1.00,2.00,2.00,24000.00
1560.00,2.00,6.00,3.00,2.00,4.00,4.00,100000.00
4500.00,2.00,6.00,1.00,1.00,5.00,5.00,600000.00
771.00,2.00,6.00,3.00,2.00,2.00,2.00,45000.00
800.00,2.00,6.00,2.00,2.00,2.00,2.00,80000.00
800.00,1.00,6.00,2.00,1.00,2.00,2.00,37000.00
1425.00,2.00,6.00,1.00,1.00,3.00,4.00,210000.00
1750.00,2.00,6.00,2.00,2.00,4.00,4.00,190000.00
475.00,2.00,6.00,3.00,1.00,1.00,2.00,25000.00
2000.00,2.00,6.00,3.00,1.00,4.00,5.00,210000.00
1375.00,2.00,6.00,2.00,3.00,3.00,3.00,200000.00
2800.00,2.00,6.00,2.00,2.00,5.00,5.00,310000.00
650.00,1.00,6.00,2.00,2.00,1.00,1.00,26000.00
600.00,2.00,6.00,3.00,1.00,2.00,2.00,27000.00
649.00,1.00,6.00,3.00,2.00,1.00,1.00,26000.00
950.00,2.00,6.00,1.00,1.00,2.00,2.00,60000.00
225.00,2.00,6.00,3.00,3.00,1.00,1.00,12000.00
1000.00,2.00,6.00,1.00,2.00,2.00,2.00,180000.00
330.00,2.00,6.00,1.00,3.00,1.00,1.00,30000.00
1200.00,2.00,6.00,1.00,2.00,3.00,3.00,100000.00
1270.00,2.00,6.00,2.00,1.00,3.00,3.00,140000.00
920.00,2.00,6.00,3.00,2.00,3.00,3.00,70000.00
630.00,2.00,6.00,3.00,3.00,2.00,2.00,20000.00
670.00,2.00,6.00,1.00,3.00,2.00,2.00,22000.00
450.00,1.00,6.00,1.00,2.00,1.00,1.00,32000.00
265.00,1.00,6.00,3.00,2.00,1.00,1.00,20000.00
600.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
670.00,2.00,6.00,3.00,3.00,2.00,2.00,29000.00
650.00,2.00,6.00,2.00,2.00,2.00,2.00,45000.00
422.00,2.00,6.00,2.00,3.00,1.00,2.00,6500.00
955.00,2.00,6.00,3.00,2.00,2.00,2.00,55000.00
1100.00,2.00,6.00,1.00,2.00,3.00,3.00,69999.00
300.00,2.00,6.00,3.00,1.00,1.00,1.00,18500.00
900.00,2.00,6.00,2.00,2.00,2.00,2.00,50000.00
785.00,2.00,6.00,3.00,1.00,2.00,2.00,45000.00
1350.00,2.00,6.00,1.00,3.00,3.00,3.00,85000.00
900.00,2.00,6.00,2.00,2.00,2.00,2.00,85000.00
400.00,2.00,6.00,3.00,1.00,1.00,1.00,25000.00
800.00,2.00,6.00,2.00,1.00,2.00,3.00,75000.00
895.00,2.00,6.00,2.00,2.00,2.00,2.00,190000.00
625.00,1.00,6.00,2.00,2.00,1.00,1.00,20000.00
720.00,2.00,6.00,2.00,2.00,2.00,2.00,30000.00
750.00,2.00,6.00,1.00,2.00,2.00,2.00,75000.00
1663.00,2.00,6.00,2.00,2.00,3.00,2.00,350000.00
660.00,2.00,6.00,2.00,2.00,2.00,2.00,70000.00
700.00,2.00,6.00,1.00,2.00,2.00,2.00,32000.00
377.00,1.00,6.00,3.00,2.00,1.00,2.00,22000.00
650.00,2.00,6.00,2.00,3.00,2.00,2.00,35000.00
650.00,2.00,6.00,3.00,2.00,2.00,2.00,47000.00
2080.00,2.00,6.00,2.00,2.00,4.00,5.00,400000.00
700.00,1.00,6.00,2.00,2.00,2.00,2.00,31000.00
430.00,2.00,6.00,1.00,2.00,1.00,1.00,60000.00
650.00,2.00,6.00,3.00,3.00,2.00,2.00,58000.00
890.00,2.00,6.00,1.00,2.00,3.00,2.00,85000.00
965.00,1.00,6.00,3.00,2.00,2.00,2.00,45000.00
630.00,1.00,6.00,2.00,2.00,1.00,2.00,7500.00
2100.00,2.00,6.00,2.00,2.00,4.00,4.00,250000.00
1100.00,2.00,6.00,1.00,3.00,3.00,3.00,150000.00
730.00,2.00,6.00,2.00,2.00,2.00,2.00,80000.00
1380.00,2.00,6.00,2.00,2.00,3.00,3.00,75000.00
1100.00,2.00,6.00,2.00,2.00,3.00,3.00,66000.00
450.00,2.00,6.00,2.00,1.00,1.00,1.00,45000.00
500.00,1.00,6.00,3.00,2.00,1.00,1.00,22000.00
1100.00,2.00,6.00,2.00,1.00,3.00,3.00,65000.00
868.00,2.00,6.00,3.00,3.00,3.00,3.00,55000.00
750.00,2.00,6.00,2.00,2.00,2.00,2.00,55000.00
540.00,1.00,6.00,3.00,2.00,1.00,2.00,36000.00
2100.00,2.00,6.00,1.00,3.00,4.00,5.00,230000.00
450.00,2.00,6.00,2.00,3.00,1.00,2.00,22000.00
1600.00,2.00,6.00,2.00,3.00,3.00,4.00,170000.00
560.00,1.00,6.00,2.00,1.00,1.00,2.00,34000.00
500.00,2.00,6.00,3.00,1.00,1.00,1.00,45000.00
305.00,2.00,6.00,3.00,2.00,1.00,1.00,14000.00
970.00,2.00,6.00,1.00,2.00,3.00,2.00,75000.00
480.00,2.00,6.00,3.00,2.00,1.00,1.00,7000.00
720.00,2.00,6.00,2.00,2.00,2.00,2.00,55000.00
950.00,2.00,6.00,2.00,3.00,2.00,2.00,55000.00
3200.00,2.00,6.00,1.00,2.00,4.00,4.00,700000.00
1450.00,2.00,6.00,1.00,3.00,3.00,3.00,140000.00
774.00,2.00,6.00,2.00,3.00,2.00,2.00,42000.00
450.00,1.00,6.00,3.00,3.00,1.00,1.00,27000.00
1000.00,2.00,6.00,2.00,1.00,3.00,3.00,60000.00
340.00,1.00,6.00,2.00,2.00,1.00,1.00,17000.00
430.00,2.00,6.00,2.00,2.00,1.00,2.00,30000.00
722.00,2.00,6.00,3.00,2.00,2.00,2.00,45000.00
1152.00,2.00,6.00,1.00,2.00,3.00,2.00,90000.00
641.00,1.00,6.00,3.00,2.00,1.00,1.00,25000.00
810.00,2.00,6.00,1.00,2.00,2.00,2.00,70000.00
800.00,2.00,6.00,1.00,3.00,2.00,2.00,90000.00
875.00,2.00,6.00,3.00,2.00,2.00,2.00,110000.00
700.00,1.00,6.00,3.00,3.00,2.00,2.00,20000.00
420.00,1.00,6.00,2.00,2.00,1.00,1.00,35000.00
1400.00,2.00,6.00,1.00,2.00,3.00,3.00,80000.00
758.00,2.00,6.00,2.00,2.00,2.00,2.00,54500.00
2880.00,2.00,6.00,3.00,1.00,4.00,5.00,350000.00
480.00,2.00,6.00,1.00,2.00,1.00,2.00,45000.00
550.00,2.00,6.00,3.00,1.00,1.00,2.00,38000.00
900.00,2.00,6.00,2.00,1.00,2.00,2.00,90000.00
400.00,1.00,6.00,3.00,2.00,1.00,1.00,22000.00
760.00,2.00,6.00,2.00,2.00,2.00,2.00,70000.00
2800.00,2.00,6.00,3.00,1.00,4.00,5.00,380000.00
400.00,2.00,6.00,2.00,2.00,1.00,1.00,50000.00
1962.00,2.00,6.00,2.00,2.00,4.00,5.00,680000.00
1100.00,2.00,6.00,2.00,2.00,3.00,3.00,140000.00
800.00,1.00,6.00,2.00,2.00,2.00,2.00,40000.00
590.00,2.00,6.00,3.00,3.00,2.00,2.00,32000.00
600.00,2.00,6.00,2.00,2.00,2.00,2.00,78000.00
2500.00,2.00,6.00,2.00,2.00,4.00,6.00,280000.00
670.00,2.00,6.00,3.00,2.00,2.00,2.00,45000.00
960.00,2.00,6.00,2.00,2.00,2.00,2.00,65000.00
1500.00,1.00,6.00,2.00,2.00,2.00,3.00,65000.00
500.00,1.00,6.00,2.00,2.00,1.00,1.00,35000.00
1120.00,2.00,6.00,1.00,3.00,3.00,2.00,90000.00
2729.00,2.00,6.00,2.00,1.00,4.00,5.00,250000.00
3354.00,2.00,2.00,1.00,2.00,3.00,3.00,70000.00
800.00,1.00,2.00,2.00,2.00,2.00,2.00,10500.00
1000.00,1.00,2.00,2.00,2.00,2.00,2.00,13000.00
1040.00,1.00,2.00,1.00,2.00,2.00,2.00,17000.00
1403.00,1.00,2.00,2.00,2.00,3.00,3.00,21000.00
